FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
15579-82F,Digitalbusiness Portfolio II,,2,,Negociosdigitales,Negociosdigitales (www.negociosdigitales.com),2003,Fully Invested,1.0,1.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2003,,,,,Venezuela,"Caracas, Venezuela",Caracas,Distrito Capital,Venezuela,,Digitalbusiness Portfolio,4,,,,,,,,,,,,,,,,,,,,,-4.83,0.69,0.69,0.0,f489acdd912dee1bfa9f4a3fd3d8183a0aac0e3c38a0415f74630f66e034029d,12/09/2024
15579-91F,Digitalbusiness Portfolio III,,3,,Negociosdigitales,Negociosdigitales (www.negociosdigitales.com),2009,Fully Invested,1.2,1.2,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2009,,,,,Venezuela,"Caracas, Venezuela",Caracas,Distrito Capital,Venezuela,,Digitalbusiness Portfolio,9,,,,,,,,,,1.2,100.0,,,,,,,,,,,,,,f1d291aad7e987cff2435a9c23e2b43b04f5431428b761066c90a1a4cf135bd2,12/09/2024
15644-98F,DRK Foundation Social Fund,,1,Yes (Draper Richards Kaplan Foundation),Draper Richards Kaplan Foundation,Draper Richards Kaplan Foundation (www.drkfoundation.org),2016,Closed,65.0,65.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2016,06/27/2016,,,,United States,"Menlo Park, CA",Menlo Park,California,United States,187 days,DRK Foundation Social Fund,10,,,,,,,,,,3.58,5.5,,,,,,,,,,19.825,0.63,2.2,1.59567,5b366849da742417ee25e35fb99afb5876d6f21c567986a776619c686043639d,12/11/2024
15645-07F,Endeavor Catalyst II,,"1 (Bossa Invest), 3 (Endeavor Catalyst), 3 (Endeavor Global)",,"Bossa Invest, Endeavor Catalyst, Endeavor Global","Bossa Invest (www.bossainvest.com), Endeavor Global (www.endeavor.org)",2017,Closed,80.0,80.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Co-Investment,No,12/01/2017,06/26/2016,80,150,80 - 150,"Brazil, United States: Delaware","New York, NY",New York,New York,United States,1 year 158 days,"Endeavor Catalyst, Endeavor Catalyst",90,,,,,,,,,,3.31,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,82b842d88256a386450e5ed35b3947f5fdf1b4edace7ae6033fa6bc6dd79c80c,12/09/2024
15665-23F,NFX Capital Fund I,,2,,NFX,NFX (www.nfx.com),2017,Closed,150.0,150.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,11/27/2017,10/04/2017,150,,> 150,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,54 days,NFX Capital Fund,43,2022,2Q,49.3,0.0,3.77,3.77,415.0324,150.0,100.00,6.21,4.14081625,0.00,,,"Employees' Retirement Plan of Duke University, New Mivtachim Pension Fund, NSHE Endowment",,,-0.155,,,20.295,0.155,2.04,1.69,41b72e17bf6cb5a0755c630da03c883d7e9448645e68ccc20831286c226c4917,12/09/2024
15681-79F,IFC Emerging Asia Fund,,26,,International Finance Corporation,International Finance Corporation (www.ifc.org),2016,Closed,693.0,693.0,USD,500M - 999M,Private Equity,Growth/Expansion,Primary Fund,No,02/12/2018,07/27/2016,1000,,> 1000,United Kingdom,"Hong Kong, Hong Kong",Hong Kong,,Hong Kong,1 year 200 days,,31,,,,,,,,,,4.5,0.65,,,,,,,,,,10.8825,0.8035,1.44,0.6325,afcb6b1175e9bf445a0545d2ab43b5b405fcd98e56a1196c81201a7692388d6a,12/09/2024
15327-19F,Trinity Ventures XII,,9,,Trinity Ventures,Trinity Ventures (www.trinityventures.com),2015,Closed,407.535,407.535,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,11/05/2015,,404.74,,> 404.74,United States: Delaware,"Menlo Park, CA",Menlo Park,California,United States,,Trinity Ventures,83,2024,2Q,19.9,1.06,2.33,,,349.447678,85.75,58.09,14.25333333,368.75,452.83796943,821.58825064,"DCRB, DC Retirement Board, NM PERA, SCERS",2 (Upper-Mid),2.59,0.16,0.0,-0.01,18.0,0.9,2.36,1.31,4b7bc077c8f5d89ff41673c6b73773c219beb2374029fd84831bee754fb24535,12/14/2024
15360-22F,Tiger Global Private Investment Partners X,,9,,Tiger Global Management,Tiger Global Management (www.tigerglobal.com),2015,Closed,2500.0,2500.0,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,11/30/2015,,2500,,> 2500,United States,"New York, NY",New York,New York,United States,,Tiger Global Private Investment Partners,108,,,,,,,,,,116.0,4.6399413,,,,,,,,,,18.0,0.9,2.36,1.31,7308308b31b0ad47ef52a3bf72defb19a1dcf6a9f35cada69b8823419861d5a0,12/15/2024
15369-40F,TCV IX,,9,,TCV,TCV (www.tcv.com),2016,Closed,2500.0,2500.0,USD,1B - 4.99B,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,08/01/2016,02/18/2016,2250,2500,2250 - 2500,Cayman Islands,"Menlo Park, CA",Menlo Park,California,United States,165 days,Technology Crossover Ventures,56,2024,2Q,18.89,1.13,2.09,0.96,2261.53940833,2069.58333333,82.78,515.5,20.62,2253.65,1980.66666667,4304.66142308,"APFC, ARMB, HMEPS, Maine PERS, Mass PRIT, NCRS, NM PERA, NVPERS, NYSTRS, SBCERS, TCDRS, TRSL, WSIB",2 (Upper-Mid),1.555,0.585,0.07,-0.32,17.47,0.51,2.03,1.32,e6ad3e1112fdd3daa08492f982d824ba88b012af6610a2320956e18a7220dd81,12/14/2024
15391-54F,Colle Capital Partners I,,1,Yes (Colle Capital Partners),Colle Capital Partners,Colle Capital Partners (www.colle.vc),2016,Closed,9.45,9.45,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2016,12/07/2015,20,,> 20,United States,"New York, NY",New York,New York,United States,25 days,Colle Capital Partners,50,,,,,,,,,,0.52,5.5,,,,,,,,,,19.825,0.63,2.2,1.59567,7c82de3a4cff80e9739466a7d14e65e226d6e73e456daef6627525f30dbbc812,12/11/2024
15407-38F,BY Capital 1,,1,Yes (BlueYard Capital),BlueYard Capital,BlueYard Capital (www.blueyard.com),2016,Closed,120.0,120.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/18/2016,01/01/2016,111,,> 111,Germany,"Berlin, Germany",Berlin,,Germany,17 days,BY Capital,32,2024,2Q,53.51,3.5,4.84,1.34,452.09964529,117.54147729,97.95,2.46,2.04876622,411.75,157.88955037,569.64112582,UTIMCO,1 (Top),38.41,3.135,2.83,0.34,15.1,0.365,2.01,1.0,5e3f6f5f519c68af31999e96d397db9c5bef52b9369830dea63641c3e480a03f,12/09/2024
15421-69F,Piton Capital Fund II,,2,,Piton Capital,Piton Capital (www.pitoncap.com),2014,Closed,49.14256463,40.0,EUR,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2015,,,,,United Kingdom,"London, United Kingdom",London,England,United Kingdom,,Piton Capital Fund,55,,,,,,,,,,1.15,2.34375,,,,,,,,,,12.76,0.37,2.01,1.69503902,f33ef281854429d6394133e3a7822b906a13c68cd3db1186b3a22aac4b94ca00,12/13/2024
15436-00F,Benchmark Capital Partners VII - Annex,,15,,Benchmark Capital Holdings,Benchmark Capital Holdings (www.benchmark.com),2016,Closed,42.5,42.5,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/25/2016,01/15/2016,42.5,,> 42.5,United States: Delaware,"Woodside, CA",Woodside,California,United States,10 days,,64,,,,,,,,,,2.34,5.5,,,,,,,,,,19.825,0.63,2.2,1.59567,04a7f7a751756d910103994105c76c11865914a3347c4cbb15307dc0943c51c8,12/13/2024
15446-80F,Unicef Innovation Fund,,1,Yes (UNICEF Venture Fund),UNICEF Venture Fund,UNICEF Venture Fund (www.unicefventurefund.org),2016,Closed,17.9,17.9,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,02/01/2016,,,,,United States,"New York, NY",New York,New York,United States,,,24,,,,,,,,,,0.98,5.5,,,,,,,,,,19.825,0.63,2.2,1.59567,915f0469f5f83b4cdaa02cdda12903dcc2de88d0f54ec691f012cf18768a8a11,12/11/2024
15455-08F,USV 2016,,7,,Union Square Ventures,Union Square Ventures (www.usv.com),2016,Closed,175.0,175.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/01/2016,03/03/2016,175,,> 175,United States: Delaware,"New York, NY",New York,New York,United States,29 days,Union Square Ventures,57,2024,3Q,49.09,3.37,6.56,3.19,788.78103889,141.75,81.00,33.25,19.0,442.80,511.7121144,954.34446681,"LACERA, Mass PRIT, PERS, Oregon PERS, UTIMCO",1 (Top),30.62,2.49,4.53,2.01433,19.825,0.63,2.2,1.59567,1849ae73be1f7c2062f1853bbb8877f2103b6eecdf22045911b088dcfbad8678,12/14/2024
15459-85F,GGV Discovery I,,8,,Notable Capital,Notable Capital (notablecap.com),2016,Closed,250.0,250.0,USD,250M - 499M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/12/2016,02/11/2016,250,,> 250,Cayman Islands,"Menlo Park, CA",Menlo Park,California,United States,61 days,GGV Discovery Fund,36,2024,3Q,5.28,0.01,1.4,1.39,96.50053333,246.25,98.50,3.75,1.5,1.47,341.27806667,342.75053333,"LACERA, PERS, Oregon PERS, UTIMCO",4 (Bottom),-12.19,-0.5,-0.63,0.07,17.47,0.51,2.03,1.32,ef296e5b1b765a58dc4498db4f1e5a5b5ce3a98df14f9d1f25e466c88c5f9a36,12/14/2024
15463-99F,Accel Growth Fund Strategic Partners,,27,,Accel,Accel (www.accel.com),2009,Closed,9.35,9.35,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,03/24/2009,03/10/2009,9.5,,> 9.5,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,14 days,Accel Growth Fund Strategic Partners,37,,,,,,,,,,0.19,1.98,,,,,,,,,,5.2,0.94,1.72,0.3,ed5a49946c05a736bbf19e006d0ac1ddb550691aff96b54fe3b5972e81102f91,12/13/2024
15474-07F,500 Kulfi Fund,,14,,500 Global,500 Global (500.co),2017,Closed,25.0,25.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2016,02/24/2016,,,,United States,"San Francisco, CA",San Francisco,California,United States,311 days,,9,,,,,,,,,,1.04,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,7473fe550f903b93d585bc47000582a841c02056965ec727bba62191445cd114,12/09/2024
15481-36F,Lightspeed Venture Partners XI,,10,,Lightspeed Venture Partners,Lightspeed Venture Partners (www.lsvp.com),2016,Closed,715.0,715.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,03/08/2016,03/03/2016,715,,> 715,Cayman Islands,"Menlo Park, CA",Menlo Park,California,United States,5 days,Lightspeed Venture Partners,65,2024,2Q,17.55,0.49,2.38,1.89,938.97375,679.25,95.00,35.75,5.0,556.66,1195.23151367,1751.89519267,"APFC, ARMB, TCDRS",2 (Upper-Mid),0.08,-0.02,0.35,0.57,17.47,0.51,2.03,1.32,765c4731d5f551485b815e96905652fa07812de2db4789791c6441cda0314911,12/16/2024
15481-54F,HOF Capital GGI Fund,,1,Yes (HOF Capital),HOF Capital,HOF Capital (www.hofcapital.com),2018,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,06/30/2018,01/20/2016,50,,> 50,"Cayman Islands, United States: Delaware","New York, NY",New York,New York,United States,2 years 162 days,HOF Capital GGI Fund,45,2022,4Q,39.7,0.95,2.93,1.982,,,,,,,,,HOF,,,,,,,,,,7a065ffd189d1117d05c1255dd459f617252a9cc3c2c0d4a49028bdfd80095cc,12/09/2024
15503-23F,DGF Ventures 2,,9,,DGF Investimentos,DGF Investimentos (www.dgf.com.br),2019,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2018,10/18/2017,60,,> 60,"Brazil, Cayman Islands","Sao Paulo, Brazil",Sao Paulo,,Brazil,75 days,DGF Early Stage,5,,,,,,,,,,,,,,,,,,,,,,,,,70ee7148559a3a28b10a8d2a9025cb189bd2a2e8332f4b7e07351acec32a4d53,12/10/2024
15507-28F,ENGIE New Ventures,,1,Yes (Engie),Engie,Engie (www.engie.com),2014,Closed,274.24898059,200.0,EUR,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,01/01/2014,,,,,France,"Paris, France",Paris,Ile-De-France,France,,,21,,,,,,,,,,24.68,9.0,,,,,,,,,,20.89,0.55,2.13,1.19,b92b42b22933c321d1375ba3f6d965f1204960ee2c9360d6c840b388b0d2f23e,12/12/2024
15507-55F,Struck Capital Fund,,1,Yes (Struck Capital),Struck Capital,Struck Capital (www.struckcapital.com),2017,Fully Invested,32.0,32.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/31/2017,03/14/2016,25,,> 25,United States: Delaware,"Santa Monica, CA",Santa Monica,California,United States,323 days,Struck Capital Fund,31,,,,,,,,,,1.33,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,c070245160d11eb462dc0f5de742d4e3397f15febfb1cc545e6a142c0eec0ca1,12/09/2024
15508-45F,Pear Ventures II,,2,,Pear (California),Pear (California) (www.pear.vc),2016,Closed,75.0,75.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,08/17/2016,02/12/2016,75,,> 75,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,187 days,Pear Ventures,75,2020,3Q,10.81,0.0,1.45,1.449,22.73,50.57,67.43,4.13,5.5,0.00,73.3,73.3,"Employees' Retirement Plan of Duke University, Pear VC, Pear",4 (Bottom),-9.015,-0.63,-0.75,-0.14667,19.825,0.63,2.2,1.59567,9945ed465ec6b7f4bef27f5b251366c513b88fec4accb235e0ac2f7114350559,12/13/2024
15528-34F,Camp One Ventures,,"6 (Brookline Investments), 1 (Camp One Ventures)",Yes (Camp One Ventures),"Brookline Investments, Camp One Ventures","Brookline Investments (www.brooklineinvestments.com), Camp One Ventures (www.camponeventures.com)",2016,Liquidated,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2016,03/06/2015,2,,> 2,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,1 year 301 days,,14,,,,,,,,,,,,,,,,,,,,,,,,,aa1fd2ce7fb805b8d8685f60eaef26ce16fa1867caa9f4a99f23f0eac313ec0d,12/09/2024
15529-96F,AV Pacific Alliance Fund II,,4,,Angel Ventures Mexico,Angel Ventures Mexico (www.angelventures.vc),2017,Closed,64.0,64.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2018,10/31/2017,80,100,80 - 100,Mexico,"Mexico City, Mexico",Mexico City,México,Mexico,62 days,AV Pacific Alliance Fund,87,,,,,,,,,,2.65,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,bd457093e76b65f3e438a9145e5c5a46026323369c84fbde9079d734ae2ec9ea,12/09/2024
15533-02F,LIVE Fund I,,5,,LIV Capital,LIV Capital (livcapital.mx),2014,Closed,7.6,7.6,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,10/03/2014,,,,,Mexico,"Mexico City, Mexico",Mexico City,,Mexico,,LIVE Fund,5,,,,,,,,,,0.3,4.0,,,,,,,,,,17.4,0.77,2.125,1.165,a13c6754d28dbe0e777276c23b007197b76a54d49fab7e4c900e6e67d2f3cfd9,12/09/2024
15548-68F,Grishin Robotics Fund II,,2,,Grishin Robotics,Grishin Robotics (www.grishinrobotics.com),2016,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,10/30/2020,04/11/2016,,,,Cayman Islands,"Menlo Park, CA",Menlo Park,California,United States,4 years 203 days,Grishin Robotics Fund,21,,,,,,,,,,5.5,5.5,,,,,,,,,,19.825,0.63,2.2,1.59567,fed07e7f769342a8d611776f6204b12970ab9d7dd85c884cfd485bd6b0fd1465,12/11/2024
15555-07F,Mountain Nazca Cross Border II,Nazca Ventures MX-I,1,,Nazca,Nazca (www.nazca.vc),2014,Fully Invested,19.64846003,255.0,MXN,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2014,08/29/2013,20.03,,> 20.03,Mexico,"Mexico City, Mexico",Mexico City,,Mexico,125 days,Mountain Nazca Cross Border,35,,,,,,,,,,0.79,4.0,,,,,,,,,,17.4,0.77,2.125,1.165,1a76f2d10550084c6a161616e98960be93004694ac06d0aedd96d77dae6dfd3f,12/09/2024
15555-52F,GSR Go Global Fund,,10,,GSR Ventures,GSR Ventures (www.gsrventuresus.com),2016,Closed,1000.0,1000.0,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,04/18/2016,,,,,"China, United States","Menlo Park, CA",Menlo Park,California,United States,,,80,,,,,,,,,,53.25,5.325,,,,,,,,,,17.47,0.51,2.03,1.32,d98e64500e1b9de05e08cb3cd709190a0f9d035ffc3bb5112df6065e4a9224df,12/14/2024
15564-97F,Capital Tech I,,1,,Invest Tech,Invest Tech (www.investtech.com.br),2007,Liquidated,14.63464652,31.4,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2007,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,Capital Tech,6,,,,,,,,,,0.0,0.0,,,,,,,,,,15.0,1.84,2.12,0.18,3da669f81aeeb934297f47bff4a152c1525aecf76150b4640940a5f84d2b6e47,12/09/2024
15586-66F,Cherry Ventures I,,1,Yes (Cherry Ventures),Cherry Ventures,Cherry Ventures (www.cherry.vc),2012,Closed,,,EUR,,Venture Capital,Venture - General,Primary Fund,No,01/01/2012,,,,,Germany,"Berlin, Germany",Berlin,,Germany,,Cherry Ventures,63,,,,,,,,,,,,,,,,,,,,,,,,,cddf2e733a2b1130ffc984e96cb2207580a82ceb169922bc19bb16855223538e,12/09/2024
15593-05F,South Innovation,,"2 (Bzplan), 3 (FIR Capital)",,"Bzplan, FIR Capital","Bzplan (www.bzplan.bz), FIR Capital (www.fircapital.com)",2016,Liquidated,14.11153096,50.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,05/10/2016,,,,,Brazil,"Belo Horizonte, Brazil",Belo Horizonte,,Brazil,,,3,,,,,,,,,,0.31,2.18543046,,,,,,,,,,29.1,0.736,2.79,1.437,826d3cd9ed370ed3aee34f87ad221fc0c8458b72c2b60085ac522eb7c18507ab,12/09/2024
15596-65F,e.ventures Europe V,,8,,Headline,Headline (www.headline.com),2016,Closed,150.0,150.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,05/18/2016,09/01/2015,,150,< 150,"Germany, United States","Berlin, Germany",Berlin,,Germany,260 days,e.ventures Europe,28,,,,,,,,,,6.35,4.23160826,,,,,,,,,,15.1,0.365,2.01,1.0,0c49094177001afc22b01d8fb41d0dad25cc64ee8ee30a887af05ead399f15fa,12/11/2024
15596-83F,AR Fintech,,1,,ArFintech,ArFintech (www.arfintech.com.ar),2016,Closed,5.0,5.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,04/25/2016,,,,,Argentina,"Buenos aires, Argentina",Buenos aires,,Argentina,,,1,,,,,,,,,,0.11,2.18543046,,,,,,,,,,29.1,0.736,2.79,1.437,615a4417da624984285974680e48e49553e952623494e030e615c80f5ea82fe9,12/09/2024
15597-10F,Axon ICT III,,6,,Axon Partners Group,Axon Partners Group (www.axonpartnersgroup.com),2016,Closed,,,EUR,,Venture Capital,Venture - General,Primary Fund,No,12/31/2016,,,,,Spain,"Madrid, Spain",Madrid,,Spain,,,7,2024,3Q,5.0,0.6,1.3,0.7,,,,,,,,,Axon,,,,,,,,,,f8e1240092468c810bd95b0b7fb1d84b8522d44a7de3a29eaec0dc263f7991a5,12/09/2024
15603-58F,Fifth Wall Ventures,,1,Yes (Fifth Wall),Fifth Wall,Fifth Wall (www.fifthwall.com),2017,Closed,212.0,212.0,USD,100M - 249M,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,05/01/2017,05/19/2016,210,,> 210,United States,"New York, NY",New York,New York,United States,347 days,Fifth Wall Ventures Fund,54,,,,,,,,,,8.78,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,534e7c96dc653c141fa2a452aa716b417b8f46210f18201a963671840215bc18,12/09/2024
15605-02F,ScaleUP Ventures Fund I,,1,Yes (ScaleUP Ventures),ScaleUP Ventures,ScaleUP Ventures (www.suv.vc),2017,Closed,75.32067779,100.0,CAD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,09/13/2019,,75.32,,> 75.32,Canada,"Toronto, Canada",Toronto,Ontario,Canada,,ScaleUP Ventures Fund,42,,,,,,,,,,3.12,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,e3b4ff543e2cb6fc66fce03274b6bfc0420e99a4877675693250bdd2f6d048a9,12/09/2024
15608-71F,Bozano Growth Capital Fund,,7,,Crescera Capital,Crescera Capital (www.crescera.com),2018,Closed,10.0,10.0,USD,0 - 99M,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2018,,300,350,300 - 350,Brazil,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,,,2,,,,,,,,,,0.75,7.5388677,,,,,,,,,,16.66,0.0,1.43,1.31,084f31d8358309df783ade04e85e66a4b7c34348cd14167ff0a2f94c34ee08a1,12/09/2024
15609-79F,Dragoneer Global Fund I,,10,Yes (Dragoneer Investment Group),Dragoneer Investment Group,Dragoneer Investment Group (www.dragoneer.com),2012,Open,,,USD,,Other,Hedge Fund,Primary Fund,No,,10/09/2012,200,,> 200,Cayman Islands,"San Francisco, CA",San Francisco,California,United States,,Dragoneer Global Fund,5,,,,,,,,,,,,,,,,,,,,,,,,,7d709b2f32292e1bf9cc2c4c5c2a16bf8b1702060ef69384efe0b429534469e8,12/09/2024
15609-88F,Dragoneer Global Fund II,,11,,Dragoneer Investment Group,Dragoneer Investment Group (www.dragoneer.com),,Open,,,USD,,Other,Hedge Fund,Primary Fund,No,,06/24/2014,,,,Cayman Islands,"San Francisco, CA",San Francisco,California,United States,,Dragoneer Global Fund,52,,,,,,,,,,,,,,,,,,,,,,,,,1a443356b36f99439d798079ac388d862c18a126b2d9612bec687326c0d19f64,12/09/2024
15633-01F,e. bricks Ventures Fund II,,2,,e.bricks Ventures,e.bricks Ventures (www.ebricksventures.com),2016,Liquidated,49.19123156,165.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2016,06/01/2016,89.44,,> 89.44,"Brazil, Cayman Islands","Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,213 days,e. bricks Ventures Fund,20,,,,,,,,,,1.08,2.18543046,,,,,,,,,,29.1,0.736,2.79,1.437,a43a2b3606c8199fb62ad03d59594bd88722d8acdc8e4923e0bfbe03a9b46a25,12/09/2024
15651-91F,Industry Ventures Direct,,22,,Industry Ventures,Industry Ventures (www.industryventures.com),2016,Closed,197.38,197.38,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,12/31/2016,06/15/2016,200,,> 200,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,199 days,Industry Ventures Direct,17,2024,2Q,16.3,0.51,2.08,1.57,196.4,181.9,92.16,15.48,7.84273989,93.10,285.2,378.3,Industry,3 (Lower-Mid),-3.525,-0.12,-0.12,-0.02567,19.825,0.63,2.2,1.59567,7be3284d63f1c1c3af94614c7f83a785f67d54a913b69e2f020d55b273d1e47c,12/13/2024
15669-28F,The Agora Venture Fund,,1,Yes (Agora Partnerships),Agora Partnerships,Agora Partnerships (agora2030.org),2015,Fully Invested,101.0,101.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2015,01/01/2007,,,,United States,"Washington, DC",Washington,District of Columbia,United States,8 years 2 days,,2,,,,,,,,,,6.5,6.43175833,,,,,,,,,,18.2,0.57,2.32,1.54,6fe53d77cb396c6988ee6ab6b4ac6ba5d27955b95266d4128d6ce9a68633ae51,12/12/2024
15669-82F,500 Luchadores II,,16,,500 Global,500 Global (500.co),2017,Closed,15.0,15.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,05/09/2017,,10,,> 10,United States,"Palo Alto, CA",Palo Alto,California,United States,,500 Luchadores,29,,,,,,,,,,0.62,4.14081625,,,,,,,,,,20.295,0.155,2.04,1.69,aab9ec52d8cd4d55f9d1d056561e64bfb842275a3f1bc68699bfd49736111fd3,12/11/2024
15695-29F,Equitas Capital III,,1,,Equitas Capital,Equitas Capital (www.equitas.cl),2018,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2016,,100,,> 100,Chile,"Santiago, Chile",Santiago,,Chile,,Equitas Capital,3,,,,,,,,,,,,,,,,,,,,,,,,,2f586a41c135b2b775c48b9d933fe6f422d446e5098d3d4967cf0850a3aef70f,12/09/2024
15713-92F,Everbright-IDG Industrial Fund,IDG-Everbright M&A Investment Fund,"22 (China Everbright), 29 (IDG Capital)",,"China Everbright, IDG Capital","China Everbright (www.everbright.com), IDG Capital (en.idgcapital.com)",2016,Closed,1554.94323194,10113.64,CNY,1B - 4.99B,Private Equity,Growth/Expansion,Primary Fund,No,01/19/2018,06/01/2016,3074.94,,> 3074.94,"China, Hong Kong","Beijing, China",Beijing,,China,1 year 232 days,,2,,,,,,,,,,0.0,0.0,,,,,,,,,,7.25,0.385,1.38,0.985,ad317be60935016ee59a2a0117c93f55e252c4ede7a2b1e85b22b06a361b6833,12/14/2024
15714-64F,Twilio Fund Europe 2013,,"12 (500 Global), 2 (Twilio Fund)",Yes (Twilio Fund),"500 Global, Twilio Fund",500 Global (500.co),2013,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/01/2016,03/01/2013,,,,United States,"London, United Kingdom",London,England,United Kingdom,3 years 1 day,,51,,,,,,,,,,,,,,,,,,,,,,,,,46ab420499f14c416c5cce8107948282b50d19860e7025eeb2aa49fab9db7bd3,12/09/2024
15726-79F,Indicator Fund 1,,2,Yes (Indicator Capital),Indicator Capital,Indicator Capital (indicator.capital),,Closed,5.0,5.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,09/20/2016,,,,Cayman Islands,"Sao Paulo, Brazil",Sao Paulo,São Paulo,Brazil,,Indicator Fund,11,,,,,,,,,,,,,,,,,,,,,,,,,48991fff429a28051710bceafbeb9a3714360ceaefe3093ff39b660d258b45ab,12/09/2024
